"R0000100","R0000500","R0000300","R0000400","R0410300","R0410100","R0410200","R0000900","R0001000","R0219114","R0006200","R0006300","R0007400","R0007500"
11513,1960,12,24,-5,-5,23,702,38,21,-2,26,28,3
11514,1961,1,9,1959,4,24,419,2,20,59,44,60,38
11515,1960,10,23,1957,12,-5,449,29,49,-1,-2,79,-4
11516,1961,7,2,-5,7,19,160,19,48,71,35,54,-2
11517,1957,2,20,1960,-5,29,73,16,-3,72,47,77,30
11518,1958,7,8,1957,4,4,756,32,-3,12,45,5,-3
11519,1959,9,6,1958,4,-5,139,-4,18,15,-3,-2,-4
11520,1964,4,-3,1964,-5,2,807,73,41,3,15,12,-2
11521,1962,6,23,1962,-5,27,-1,63,49,3,33,-3,-2
11522,1958,11,-3,-5,12,24,255,26,36,57,27,70,49
11523,1957,7,11,1961,6,-5,663,15,6,44,-3,62,-2
11524,1962,10,5,1960,1,-5,639,35,16,67,-2,78,50
11525,1963,4,22,1959,9,-5,492,61,-3,-3,37,55,45
11526,1958,4,3,1958,9,18,-2,40,-3,12,36,6,5
11527,1957,4,18,1957,11,-5,-1,69,2,-2,23,-3,-4
11528,1963,1,10,1960,4,-5,367,-4,16,72,23,59,10
11529,1962,10,28,1962,-5,12,816,-3,-3,45,27,-2,26
11530,1959,12,11,1958,11,-5,810,53,35,11,24,-3,9
11531,1962,3,15,1961,1,-5,770,16,6,-2,46,3,12
11532,1958,3,-3,1964,12,-5,296,18,13,54,6,77,-3
11533,1958,12,4,1962,6,-5,378,33,3,57,43,47,20
11534,1959,9,12,1957,1,28,752,32,47,29,-4,-3,32
11535,1957,9,18,1957,6,29,107,65,17,45,36,19,-3
11536,1962,2,23,1963,4,-5,800,-1,5,57,21,68,42
11537,1963,4,-2,1961,-5,25,785,68,8,41,30,76,33
11538,1963,1,4,1959,12,1,246,39,21,12,50,-3,12
11539,1958,10,-2,-5,3,24,517,20,2,20,4,56,27
11540,1964,10,11,-5,7,-5,809,60,6,30,-3,34,-3
11541,1960,10,10,1958,6,30,-4,-3,15,68,9,20,-4
11542,1962,7,12,1961,6,30,112,30,10,-4,-3,-2,16
11543,1961,8,1,-5,5,-5,328,65,-4,66,40,25,47
11544,1958,2,9,1960,3,6,-1,4,-3,4,33,71,32
11545,1959,7,7,-5,-5,24,670,14,31,-1,34,-2,46
11546,1959,1,-2,1962,5,18,569,11,18,16,37,-3,43
11547,1961,4,-3,-5,-5,16,605,23,24,11,10,-2,39
11548,1961,12,14,1961,4,12,-2,34,11,59,15,-3,-2
11549,1960,7,4,-5,1,27,350,-3,41,-1,26,8,21
11550,1961,10,-3,1963,-5,7,467,71,9,74,50,45,50
11551,1959,10,6,1959,4,-5,-3,14,-3,-2,49,19,6
11552,1962,11,20,1958,6,11,525,68,8,36,-3,-2,-3
11553,1964,5,7,1960,4,17,-2,59,40,24,44,18,27
11554,1959,5,9,1959,-5,31,736,63,44,-1,43,40,31
11555,1957,3,5,-5,-5,24,254,76,17,35,12,3,-3
11556,1958,9,1,1957,4,3,-2,6,50,36,48,54,49
11557,1961,9,27,1957,-5,-5,102,2,28,15,46,50,9
11558,1957,9,30,1962,1,5,635,25,30,30,-2,19,44
11559,1960,3,30,1962,-5,15,636,7,4,75,8,-3,-4
11560,1957,3,23,1958,-5,15,452,57,-3,36,5,18,16
11561,1963,8,15,1962,7,7,283,-3,15,74,-3,20,38
11562,1962,8,21,1957,3,30,176,4,28,63,25,20,19
11563,1964,1,-3,1964,7,25,431,32,18,19,15,34,8
11564,1957,1,-2,1962,7,6,-3,2,17,40,48,40,17
11565,1962,2,7,-5,7,17,118,45,4,57,19,49,47
11566,1964,9,12,1962,12,-5,-1,51,40,2,47,23,19
11567,1963,1,8,1962,11,27,571,12,-3,70,48,14,16
11568,1964,8,13,1957,4,1,392,77,6,38,-4,7,22
11569,1963,5,6,1959,8,4,-1,8,12,69,48,12,22
11570,1961,2,8,1963,12,21,-4,37,42,10,8,24,-4
11571,1962,10,15,1962,9,29,350,56,50,54,2,38,1
11572,1961,7,20,-5,1,23,-3,10,-4,-4,2,9,11
11573,1958,1,12,1958,3,-5,682,-3,37,23,-2,6,17
11574,1957,3,7,1959,7,3,-1,35,29,22,-2,1,30
11575,1959,12,4,1962,11,12,488,63,22,12,19,35,16
11576,1962,5,13,1959,8,22,-1,23,47,9,1,38,9
11577,1964,12,-3,1962,12,10,626,20,8,35,47,8,37
11578,1960,7,18,1963,5,-5,771,68,-4,-3,13,29,-2
11579,1963,2,-2,1963,-5,30,739,7,34,14,20,18,25
11580,1963,4,7,1958,10,13,718,-1,41,23,-2,34,-2
11581,1958,11,13,1960,10,-5,718,21,18,53,22,2,-2
11582,1962,10,-2,1959,7,13,595,9,2,45,36,24,-2
11583,1958,9,3,1964,7,13,634,28,-3,3,34,8,21
11584,1962,7,10,1964,4,8,336,20,19,28,38,69,11
11585,1957,9,18,1962,9,-5,613,7,15,7,13,-4,-2
11586,1959,11,-2,-5,12,15,197,8,46,-2,-4,38,8
11587,1957,2,17,1958,1,6,-4,-1,6,57,48,-4,33
11588,1962,12,28,1958,8,10,766,-4,21,78,39,64,41
11589,1958,9,30,1958,12,8,640,-3,3,27,15,44,-2
11590,1957,4,30,-5,9,27,579,38,15,-3,22,68,46
11591,1961,8,5,1959,3,11,566,73,-3,-1,-2,9,35
11592,1957,11,29,1961,-5,24,84,-2,46,-4,-2,-4,37
11593,1957,2,25,-5,-5,21,728,-2,20,38,39,21,27
11594,1963,12,14,1962,8,22,182,13,21,62,3,2,10
11595,1964,4,6,1963,-5,5,712,35,4,60,45,6,18
11596,1961,12,5,1957,11,8,165,53,13,61,36,31,45
11597,1964,6,3,1957,2,3,23,75,-3,66,19,32,26
11598,1958,10,15,1961,10,24,318,52,30,22,11,57,1
11599,1960,12,1,1960,2,15,-4,62,12,73,-2,31,41
11600,1961,9,14,1963,9,27,-3,78,7,-3,50,-3,-4
11601,1962,6,26,1957,11,15,-3,-1,8,-2,-2,-3,-4
11602,1957,6,-2,1961,-5,26,551,63,-3,20,25,-2,38
11603,1960,7,24,1957,-5,25,577,62,26,-1,14,3,19
11604,1962,5,7,1958,2,-5,513,53,13,-1,15,17,49
11605,1959,3,19,-5,8,25,-2,77,46,2,-2,61,44
11606,1963,10,29,1962,9,4,606,46,-3,73,48,5,39
11607,1958,10,26,1964,5,20,835,10,19,72,7,51,49
11608,1962,2,4,1958,1,-5,412,23,7,37,17,14,-4
11609,1962,10,8,1964,7,17,159,33,17,32,24,1,-2
11610,1962,2,15,1964,5,-5,677,-3,-4,26,-2,-4,30
11611,1964,7,8,1960,8,29,648,68,23,37,43,24,-3
11612,1964,6,5,1959,1,-5,-4,68,-3,40,-3,73,32
11613,1962,8,2,-5,5,26,-1,-4,9,23,17,-4,19
11614,1962,4,-2,1957,8,24,103,4,14,-2,15,-4,41
11615,1957,1,12,1964,9,27,58,-2,32,79,46,19,19
11616,1963,3,1,-5,1,-5,50,-4,14,-3,43,33,-2
11617,1960,2,-2,1961,-5,30,472,42,14,-2,44,65,-3
11618,1964,7,6,-5,2,9,509,67,37,-1,2,39,43
11619,1960,11,27,1957,-5,20,-2,-2,36,50,18,-2,18
11620,1961,8,-3,1964,1,-5,-1,11,32,-2,24,45,35
11621,1960,7,19,1962,1,-5,225,-2,46,43,41,48,41
11622,1962,3,24,-5,9,-5,188,64,16,4,6,61,41
11623,1960,6,-3,1960,1,4,754,-2,-4,-1,-3,31,-4
11624,1964,5,-2,1960,2,18,662,39,6,57,36,58,-2
11625,1960,3,22,1957,5,27,293,-2,35,18,50,26,5
11626,1959,9,23,1958,12,27,-1,8,-4,61,15,24,2
11627,1963,1,-2,1963,-5,-5,293,48,20,1,17,3,33
11628,1962,6,-2,1961,4,18,759,10,-3,53,-2,42,36
11629,1958,5,-3,1963,8,28,422,46,-3,-3,-3,11,10
11630,1961,10,28,-5,5,15,625,66,-3,-2,-4,-4,8
11631,1963,12,27,1957,7,-5,256,-2,41,34,39,5,13
11632,1960,4,16,1958,9,12,653,59,-3,24,-4,25,-3
11633,1957,7,-2,1958,5,9,307,50,-4,19,2,2,6
11634,1960,9,24,1959,4,6,40,2,-3,15,14,-3,44
11635,1963,12,31,1959,3,24,479,75,9,-1,7,-4,26
11636,1959,6,22,-5,7,-5,473,34,49,48,-3,8,-4
11637,1960,12,12,1960,10,18,42,-2,20,75,-3,64,-4
11638,1959,9,26,-5,10,30,-2,36,8,19,27,63,1
11639,1960,9,17,1962,8,17,195,-1,20,8,24,45,7
11640,1959,11,12,-5,10,10,-3,34,32,9,-2,29,33
11641,1961,2,10,1958,7,31,612,-2,47,22,18,29,50
11642,1960,8,22,1963,5,-5,514,10,37,31,25,24,29
11643,1957,10,-3,1960,-5,13,-2,-4,19,65,-4,19,14
11644,1962,8,4,1963,-5,-5,265,48,29,41,41,-2,44
11645,1964,1,19,-5,10,5,36,8,16,1,40,33,43
11646,1963,4,1,1964,-5,27,694,67,37,57,-2,49,6
11647,1959,11,26,1961,4,7,295,25,27,-2,41,22,3
11648,1964,11,9,1962,8,20,500,3,14,-2,5,61,15
11649,1959,11,20,1958,8,-5,321,28,8,79,-2,60,41
11650,1960,7,5,1963,10,28,634,54,-3,47,44,-3,4
11651,1962,12,25,1958,1,20,439,17,46,27,39,46,-4
11652,1959,4,25,1963,-5,-5,605,61,50,-3,1,30,22
11653,1960,9,11,-5,7,15,722,-1,49,42,1,42,18
11654,1957,10,21,1959,6,10,270,50,4,-3,27,10,8
11655,1962,7,15,1964,3,-5,172,-4,33,25,-2,29,49
11656,1959,7,2,1961,-5,18,-2,5,50,66,31,47,33
11657,1961,8,-2,-5,8,31,521,41,35,73,-3,53,13
11658,1961,8,16,1960,3,-5,258,41,-3,25,39,29,23
11659,1964,3,30,1958,10,17,-4,15,-3,4,44,-3,49
11660,1961,4,22,1963,9,-5,79,70,15,39,28,-2,47
11661,1958,6,-3,1957,-5,-5,170,22,19,-2,4,79,12
11662,1958,1,4,1962,-5,-5,218,35,8,59,45,-4,2
11663,1960,12,-2,1961,-5,23,-3,9,31,31,43,59,5
11664,1960,12,15,-5,5,26,283,-4,-4,75,17,-2,34
11665,1963,7,22,1963,1,-5,-1,56,6,10,15,43,32
11666,1963,4,16,-5,7,16,241,30,39,72,35,53,13
11667,1957,10,8,1958,12,18,46,54,11,51,11,-2,22
11668,1959,1,29,1958,4,-5,104,19,33,39,6,24,27
11669,1959,2,20,1959,-5,-5,-2,35,50,74,8,55,23
11670,1964,9,21,1957,4,13,72,2,36,48,49,55,36
11671,1962,12,29,-5,4,23,344,74,-4,26,42,27,3
11672,1964,4,20,1963,8,22,75,46,38,79,18,-4,33
11673,1957,4,20,1958,-5,26,477,68,1,-2,17,48,20
11674,1962,3,-2,1958,4,10,291,-2,32,-1,1,3,17
11675,1962,2,26,1959,1,28,116,-4,50,2,-3,-3,2
11676,1962,3,30,1957,-5,2,-2,-3,24,73,32,57,20
11677,1960,11,20,1960,8,-5,191,78,35,65,25,-4,-4
11678,1961,6,25,1962,6,-5,679,76,-4,49,16,39,22
11679,1959,3,20,1961,9,8,370,1,14,12,49,22,24
11680,1960,12,26,1960,5,5,822,8,6,-2,16,54,-2
11681,1963,11,7,1960,10,12,18,49,47,60,21,29,27
11682,1962,10,5,-5,11,11,102,4,17,46,26,6,35
11683,1960,10,21,1962,-5,2,653,-1,-3,46,19,29,25
11684,1961,5,28,1964,4,1,304,56,40,54,24,-3,23
11685,1957,11,16,1963,12,-5,58,23,41,18,3,-4,11
11686,1958,6,23,1957,-5,10,201,74,33,75,-4,50,-4
11687,1958,3,2,1963,11,19,665,-3,11,61,29,44,37
11688,1961,10,28,-5,-5,30,638,50,-4,-4,-4,66,3
11689,1958,5,19,1962,11,24,4,15,-4,49,50,20,13
11690,1957,6,5,1963,4,18,-2,41,4,34,17,-3,45
11691,1960,11,12,1961,12,-5,-1,19,39,-4,49,-2,50
11692,1963,2,7,1961,8,5,735,34,45,74,-3,41,18
11693,1962,5,-2,-5,4,7,-1,46,-3,64,10,77,45
11694,1957,5,3,1957,4,17,138,3,-4,78,14,-3,19
11695,1963,9,18,-5,10,26,805,78,41,-2,38,9,39
11696,1960,1,4,1958,1,28,780,30,-3,3,32,79,15
11697,1961,7,19,1960,7,16,671,26,22,40,20,41,-3
11698,1961,8,14,1961,4,5,213,75,28,72,12,57,22
11699,1958,2,19,1963,5,-5,554,27,7,61,24,-3,39
11700,1963,5,-2,1957,5,29,82,25,12,-4,22,-3,16
11701,1963,9,1,1964,9,16,762,18,21,44,15,26,37
11702,1962,9,11,1962,3,13,837,66,40,69,-2,3,39
11703,1961,2,-3,1961,9,17,832,48,-3,28,26,39,34
11704,1963,7,25,1958,8,15,384,1,15,-2,41,11,50
11705,1957,8,6,1964,8,11,830,51,13,30,25,79,-3
11706,1959,1,-3,1963,11,28,773,-2,16,50,41,64,19
11707,1963,5,-2,1960,3,-5,416,1,26,33,13,64,-3
11708,1964,7,4,1960,8,7,121,27,-4,-1,34,-2,-3
11709,1959,2,8,-5,3,4,320,20,30,13,2,-2,11
11710,1957,12,25,1957,5,17,396,38,48,58,19,50,30
11711,1962,5,13,1960,11,30,294,3,43,-1,20,15,37
11712,1963,9,3,1960,9,23,161,70,27,68,41,72,36
11713,1962,8,23,-5,9,-5,-4,25,45,12,2,-3,31
11714,1962,11,16,1962,7,22,-4,61,27,4,43,71,14
11715,1962,4,28,-5,3,-5,482,47,29,-3,1,79,21
11716,1959,4,11,1961,11,8,201,32,32,69,-3,-2,46
11717,1960,5,21,1962,-5,12,723,-1,8,-4,32,39,27
11718,1959,7,3,1959,6,16,56,46,27,27,34,79,10
11719,1960,2,-3,1959,9,9,127,64,3,53,27,-4,20
11720,1962,11,15,1963,1,-5,715,38,36,37,14,21,23
11721,1964,9,23,1963,11,10,-2,15,29,3,36,20,39
11722,1962,6,7,1959,-5,12,502,13,-3,27,-2,33,30
11723,1957,8,6,1961,12,-5,520,58,-4,-1,-2,26,45
11724,1959,10,-2,1964,12,-5,-2,-4,28,76,9,-4,30
11725,1963,7,25,1960,-5,8,-4,-1,27,74,32,35,5
11726,1958,5,4,1959,12,23,411,78,19,42,38,74,27
11727,1964,3,11,1964,8,5,659,11,4,24,50,-4,-2
11728,1961,9,24,1964,7,11,-4,-1,28,68,9,32,37
11729,1957,7,11,1959,10,-5,326,-3,34,-2,47,29,34
11730,1964,10,-3,1962,4,-5,437,-4,7,64,-2,52,32
11731,1958,4,7,1959,6,18,-3,37,33,1,-2,79,8
11732,1957,5,19,1963,11,26,353,65,34,61,-2,-3,-3
11733,1962,9,9,1959,10,13,63,48,34,-1,5,45,41
11734,1964,2,28,1957,10,6,642,63,11,33,9,71,-2
11735,1960,1,8,-5,4,-5,570,43,11,55,-4,31,2
11736,1961,9,-2,-5,-5,14,48,28,-3,75,22,45,34
11737,1963,2,-2,1962,9,18,218,-4,10,72,15,48,-3
11738,1958,12,28,1962,7,6,266,1,24,37,28,9,37
11739,1961,6,10,1961,3,-5,273,26,3,17,29,5,15
11740,1963,8,24,-5,12,27,620,48,-3,-4,-2,33,24
11741,1958,2,-2,-5,6,17,357,32,15,23,6,65,34
11742,1957,3,1,1962,12,2,480,14,28,47,31,20,-2
11743,1961,11,13,1959,8,15,-2,38,44,53,5,29,30
11744,1964,11,11,1958,1,-5,598,55,34,-1,14,-3,29
11745,1959,3,7,1961,11,11,440,10,25,23,48,67,25
11746,1963,11,1,1958,7,27,754,-2,30,-4,-2,5,6
11747,1958,6,-3,1957,3,19,471,24,25,-3,49,27,-3
11748,1958,10,17,-5,4,-5,244,59,37,4,50,37,23
11749,1958,12,10,-5,9,8,649,26,35,66,1,-4,32
11750,1963,5,30,1962,3,28,571,-4,32,68,10,77,4
11751,1959,6,13,-5,3,12,660,21,-3,67,14,55,48
11752,1958,3,-3,1960,-5,4,51,-1,37,-4,12,54,40
11753,1963,8,27,1964,4,4,205,45,43,65,32,9,-3
11754,1962,12,24,1957,-5,3,608,3,17,-1,-4,57,30
11755,1964,9,19,1962,9,3,351,42,39,64,35,62,14
11756,1959,5,5,1959,1,25,251,45,-3,60,-4,-2,31
11757,1963,9,19,1957,3,11,289,12,40,26,-2,-4,34
11758,1957,5,10,1963,-5,-5,36,-1,39,-1,12,19,9
11759,1958,8,3,1961,2,3,64,10,49,-1,42,39,31
11760,1963,4,6,1964,5,13,100,-1,36,21,28,-4,4
11761,1957,3,20,-5,10,7,130,10,33,76,4,49,24
11762,1963,8,30,1961,6,-5,394,-2,-4,64,-2,19,-2
11763,1960,4,9,1961,4,18,364,-4,-4,-4,-3,5,2
11764,1959,10,-2,-5,-5,2,820,47,16,5,35,33,-4
11765,1957,12,29,-5,10,21,824,74,50,2,22,8,31
11766,1959,3,10,1960,12,28,512,68,23,17,17,9,26
11767,1963,9,6,1958,9,19,256,12,10,-3,39,13,-2
11768,1964,10,6,1964,4,19,286,26,1,-1,28,61,27
11769,1963,1,11,1957,12,3,148,66,43,23,-3,26,9
11770,1963,9,6,-5,11,14,376,61,46,-3,-3,25,-4
11771,1961,3,5,-5,12,8,318,-3,29,24,44,-3,2
11772,1959,8,1,1961,-5,30,396,-2,36,42,20,-4,36
11773,1962,6,-3,-5,11,27,-1,5,30,3,-2,21,36
11774,1959,10,9,1962,7,-5,-1,35,42,-3,8,9,8
11775,1958,3,16,1964,-5,4,-1,61,33,27,46,44,11
11776,1958,1,11,1960,-5,28,761,27,47,43,37,-2,32
11777,1960,4,-2,1957,3,13,117,23,36,-1,32,-3,48
11778,1960,5,26,1962,12,8,158,53,23,41,13,12,35
11779,1957,6,4,-5,7,18,238,33,1,33,44,26,43
11780,1957,12,17,-5,1,-5,612,26,44,30,6,30,7
11781,1962,10,-2,1962,3,5,160,-3,36,41,39,75,33
11782,1963,12,16,1962,4,14,685,56,22,8,38,72,23
11783,1963,9,30,1963,10,30,502,41,-4,10,23,18,48
11784,1960,9,20,-5,-5,2,52,1,-3,57,-2,45,41
11785,1958,8,21,1963,11,13,611,64,10,52,38,16,-2
11786,1960,1,20,1962,8,4,103,15,16,43,-3,25,19
11787,1957,10,5,1959,1,10,51,62,31,44,-2,-2,-4
11788,1959,4,7,1957,3,28,796,45,2,17,26,65,24
11789,1962,4,30,-5,5,5,409,-1,-4,77,28,53,30
11790,1961,3,2,1961,2,25,95,50,-4,37,3,9,36
11791,1964,2,8,1962,8,2,-4,20,-4,59,36,58,24
11792,1957,5,-2,1963,-5,-5,416,17,48,25,29,52,-4
11793,1961,11,28,1963,2,15,200,56,28,28,10,1,19
11794,1958,12,23,1960,1,15,478,79,21,42,19,41,24
11795,1958,9,9,1964,8,25,-2,3,11,-3,-4,-3,-4
11796,1964,6,8,1960,2,-5,612,32,2,23,27,20,46
11797,1963,3,-3,1957,7,-5,247,-4,3,66,8,78,2
11798,1958,9,-3,1962,7,24,261,-2,9,78,28,41,47
11799,1962,3,25,1963,5,24,505,68,-4,14,47,17,36
11800,1963,12,28,1958,-5,18,-1,17,32,48,38,21,5
11801,1960,9,-2,1961,3,31,731,44,36,29,48,18,24
11802,1959,1,26,1958,4,2,-4,3,36,33,35,-4,12
11803,1962,12,18,1958,4,-5,258,43,2,45,47,17,41
11804,1957,2,15,-5,10,22,285,63,18,74,7,24,47
11805,1961,10,8,-5,10,30,-1,41,17,32,6,-4,22
11806,1960,1,2,-5,-5,20,37,24,50,48,-4,44,10
11807,1957,11,-3,1961,11,11,539,70,19,41,50,10,27
11808,1962,3,25,1957,1,29,332,62,13,12,12,47,11
11809,1962,12,26,1960,10,-5,492,50,34,6,14,44,27
11810,1959,4,3,-5,1,26,36,-3,12,51,34,70,26
11811,1964,3,24,1960,1,28,-4,19,10,-3,36,21,40
11812,1958,10,11,1961,11,27,674,75,13,55,32,49,-4
11813,1958,11,-2,1957,2,-5,712,5,8,72,27,34,24
11814,1963,1,24,1958,1,24,753,51,1,16,1,69,29
11815,1958,8,4,1960,12,24,478,32,5,52,13,30,-2
11816,1959,5,-3,-5,6,-5,-2,12,2,33,12,30,34
11817,1964,9,18,1958,-5,12,67,37,24,70,49,9,-4
11818,1964,6,8,1961,-5,1,636,36,39,36,36,14,46
11819,1963,3,12,1958,-5,11,152,44,22,-2,26,35,48
11820,1963,3,13,1959,11,8,631,-4,30,32,25,45,-3
11821,1957,10,11,1959,-5,6,-2,63,23,64,22,68,34
11822,1964,6,1,1961,11,27,-2,-3,37,61,38,23,9
11823,1957,1,28,1957,-5,5,225,-4,-3,-2,18,72,38
11824,1963,8,26,1960,-5,29,215,41,-4,71,24,36,32
11825,1958,1,14,1958,10,-5,231,59,26,75,47,34,3
11826,1963,11,7,1959,10,27,525,30,-4,68,43,40,44
11827,1958,8,14,1957,5,11,564,38,40,56,28,-4,10
11828,1959,6,18,1958,6,16,360,39,29,-2,18,22,46
11829,1962,6,4,1961,-5,28,-2,17,42,47,36,45,7
11830,1962,11,18,1960,12,-5,273,9,12,66,39,69,50
11831,1959,2,2,1962,4,23,833,57,-4,64,49,-4,27
11832,1964,12,14,-5,4,26,63,40,-3,25,25,-2,46
11833,1962,8,-2,-5,11,30,264,74,17,39,46,9,-4
11834,1960,5,6,1959,-5,5,525,45,-4,73,-4,39,39
11835,1964,10,21,-5,7,-5,641,23,34,63,35,51,11
11836,1958,1,13,-5,12,-5,404,41,32,-2,36,-4,-2
11837,1964,5,-2,-5,7,-5,817,68,11,30,35,-2,38
11838,1963,11,6,1961,7,16,520,78,32,42,17,37,-2
11839,1957,3,22,1963,-5,1,809,48,17,39,27,54,27
11840,1958,2,-3,1960,-5,28,578,58,42,46,-3,28,27
11841,1958,5,-3,1957,5,17,260,29,19,-1,36,58,16
11842,1961,12,5,1957,1,-5,806,19,21,-4,39,-2,26
11843,1961,6,12,1964,1,14,-2,21,-3,56,40,-2,29
11844,1957,9,5,1958,5,2,304,18,17,40,30,17,-4
11845,1960,4,18,1964,4,24,786,9,1,73,25,68,41
11846,1962,1,26,-5,1,27,759,14,39,-1,47,2,45
11847,1957,5,16,1957,1,27,673,-4,33,68,45,57,33
11848,1957,5,9,1959,5,15,329,30,19,36,-4,43,7
11849,1964,3,-2,1957,-5,21,579,29,5,24,1,58,21
11850,1961,5,10,-5,-5,7,800,37,-4,28,41,-2,2
11851,1959,2,-3,1963,1,10,737,71,5,-2,20,-3,1
11852,1963,1,16,1957,11,13,56,10,3,41,25,-4,24
11853,1958,12,-3,1963,8,-5,662,33,4,-2,29,25,8
11854,1964,5,2,-5,8,-5,790,64,34,-3,7,-4,-2
11855,1957,4,10,1961,1,30,-1,-3,-3,63,18,56,-4
11856,1959,11,-3,-5,-5,31,721,48,49,44,35,7,9
11857,1960,10,8,-5,9,5,523,8,17,68,3,39,-2
11858,1961,11,23,1960,1,-5,-2,40,-4,-2,24,-4,45
11859,1963,5,25,1957,9,30,145,56,3,22,21,13,30
11860,1964,8,10,-5,8,2,174,47,8,-2,48,37,23
11861,1958,3,8,1959,6,18,208,47,39,79,40,31,-2
11862,1962,1,24,1962,5,-5,369,74,50,26,27,52,17
11863,1959,10,-3,1959,-5,21,430,47,3,4,2,72,35
11864,1959,12,2,1960,-5,20,586,-3,-3,74,3,77,37
11865,1959,3,31,1962,8,18,-2,33,18,13,-4,52,30
11866,1958,4,21,1963,7,29,-3,32,17,-4,-3,-4,2
11867,1962,1,11,1957,12,-5,503,6,38,48,46,73,44
11868,1961,3,-2,1962,-5,23,650,10,34,16,36,-4,48
11869,1958,7,23,1961,5,26,249,21,-3,-4,6,1,43
11870,1958,1,-2,-5,11,4,419,19,-3,-1,47,3,35
11871,1959,6,1,1958,-5,-5,265,70,20,-3,-4,5,31
11872,1960,3,23,1957,5,24,277,51,37,42,33,44,31
11873,1962,2,-3,1959,1,22,735,66,33,45,2,-3,18
11874,1960,7,18,1960,7,-5,-2,54,-4,79,25,17,30
11875,1964,5,15,1959,-5,19,397,27,31,79,21,-3,46
11876,1964,3,11,1960,8,-5,-2,-2,50,-1,-3,75,-4
11877,1959,10,-3,1960,11,22,-1,17,8,45,-4,-3,10
11878,1964,8,8,1959,10,31,381,45,26,7,21,45,-2
11879,1964,10,1,1963,4,15,190,-4,12,-3,8,70,-3
11880,1961,4,3,1957,12,-5,352,48,-3,75,17,17,21
11881,1957,2,1,1961,4,21,270,37,26,70,14,9,14
11882,1962,5,19,1960,2,20,397,-1,31,60,35,31,22
11883,1961,6,-3,-5,-5,24,346,67,36,-1,22,15,10
11884,1959,9,19,1958,1,12,58,-2,34,1,27,-3,26
11885,1959,9,13,1957,8,9,-3,23,49,12,46,48,10
11886,1961,1,24,1962,-5,31,542,39,-4,68,4,11,3
11887,1962,1,4,1959,1,6,-1,30,-3,5,23,5,28
11888,1958,7,-3,1962,7,17,805,51,3,46,16,65,7
11889,1959,5,-2,1958,9,10,45,5,19,-1,45,66,7
11890,1962,9,30,-5,-5,-5,617,62,39,79,3,58,2
11891,1964,2,28,1959,7,9,161,72,40,-3,48,34,-2
11892,1964,7,13,1957,-5,29,772,64,45,19,27,51,11
11893,1962,8,18,1964,7,31,154,40,37,-1,27,60,8
11894,1960,11,21,-5,1,18,546,14,8,-2,48,28,32
11895,1961,3,18,1962,-5,2,720,13,-4,-1,32,-3,-4
11896,1964,5,-2,1962,5,25,-4,69,-4,54,30,-4,33
11897,1959,4,19,1958,7,16,779,56,16,74,-3,53,9
11898,1962,6,17,1964,2,2,303,73,42,36,20,6,36
11899,1962,7,7,1959,6,5,14,56,43,-1,49,10,21
11900,1960,5,-3,1959,8,-5,759,-2,50,1,33,25,11
11901,1964,8,1,1962,11,11,507,-3,15,70,35,9,44
11902,1959,8,16,1958,12,6,819,50,-3,23,38,59,-2
11903,1957,7,-3,1959,10,10,242,8,-3,51,-3,-2,16
11904,1960,8,17,1963,9,-5,-2,37,42,45,38,42,20
11905,1962,4,1,1964,6,1,144,62,33,44,-2,55,22
11906,1962,10,-3,1957,1,-5,754,49,35,-3,46,-2,1
11907,1959,11,9,-5,1,23,457,35,-4,28,20,14,16
11908,1960,7,5,1959,5,2,54,11,41,24,2,55,4
11909,1961,5,10,1958,12,16,558,40,-4,5,-2,-2,42
11910,1957,6,11,1963,4,9,189,55,31,7,24,12,-3
11911,1961,10,2,1962,4,8,312,9,45,-2,-4,-2,-3
11912,1959,10,27,-5,8,-5,187,40,-4,7,-4,30,39
11913,1960,3,8,1962,2,24,59,67,30,6,23,-2,27
11914,1964,4,21,1957,2,11,245,58,20,11,7,45,11
11915,1961,2,-2,-5,1,-5,108,-2,-4,43,1,35,11
11916,1959,4,28,1963,-5,1,650,-3,-3,-4,23,75,19
11917,1962,6,22,1959,1,-5,495,-3,31,41,30,70,-3
11918,1959,6,-3,1960,7,24,-1,35,-4,26,26,66,16
11919,1962,3,14,1964,7,8,225,47,6,20,29,78,11
11920,1961,8,20,1963,9,14,214,33,20,-2,29,29,42
11921,1963,2,2,1960,9,-5,-4,38,-4,45,22,44,10
11922,1960,1,25,1960,-5,25,-1,-1,15,1,32,21,29
11923,1962,7,28,1964,3,25,333,-2,23,-1,4,76,29
11924,1962,5,8,1962,-5,-5,661,15,10,54,8,70,-2
11925,1957,8,11,1961,9,15,611,45,38,11,4,26,-4
11926,1961,12,1,1957,2,-5,408,17,-4,12,47,28,50
11927,1964,7,13,-5,3,-5,-2,50,4,48,45,48,-3
11928,1959,9,15,1957,-5,3,303,34,16,53,23,2,33
11929,1958,2,18,1958,8,11,-2,2,23,52,20,1,39
11930,1959,1,-2,1959,12,7,-2,6,-3,-2,-2,46,47
11931,1963,10,-3,1959,1,-5,448,-1,11,30,-4,28,24
11932,1957,5,18,-5,-5,22,744,33,-4,10,-4,-4,39
11933,1958,8,21,-5,-5,14,308,48,15,11,38,1,4
11934,1962,12,-2,-5,8,1,424,52,12,28,29,73,-2
